[2018-01-17 21:42:00,022] =============
[2018-01-18 16:38:24,841] 0/2340 1.512600
[2018-01-18 16:38:25,490] 6/1780 1.561688
[2018-01-18 16:38:27,586] 7/1660 1.376533
[2018-01-18 16:38:28,267] 0/1600 1.497936
[2018-01-18 16:38:28,270] 7/1660 1.347456
[2018-01-18 16:38:29,571] 6/820 1.434368
[2018-01-18 16:38:29,629] 6/3060 1.553424
[2018-01-18 16:38:30,273] 0/1860 1.570638
[2018-01-18 16:38:31,577] 0/2360 1.525886
[2018-01-18 16:38:32,278] 6/1800 1.554713
[2018-01-18 16:38:34,266] 7/1680 1.395152
[2018-01-18 16:38:35,002] 0/1620 1.599653
[2018-01-18 16:38:35,057] 7/1680 1.337598
[2018-01-18 16:38:36,289] 6/3080 1.618472
[2018-01-18 16:38:36,312] 6/840 1.505785
[2018-01-18 16:38:37,007] 0/1880 1.515802
[2018-01-18 16:38:38,284] 0/2380 1.533124
[2018-01-18 16:38:38,981] 6/1820 1.562264
[2018-01-18 16:38:41,038] 7/1700 1.390441
[2018-01-18 16:38:41,730] 7/1700 1.379382
[2018-01-18 16:38:41,741] 0/1640 1.523250
[2018-01-18 16:38:43,036] 6/860 1.496606
[2018-01-18 16:38:43,067] 6/3100 1.554334
[2018-01-18 16:38:43,737] 0/1900 1.472271
[2018-01-18 16:38:45,068] 0/2400 1.495473
[2018-01-18 16:38:45,759] 6/1840 1.509577
[2018-01-18 16:38:47,795] 7/1720 1.321683
[2018-01-18 16:38:48,485] 0/1660 1.587230
[2018-01-18 16:38:48,545] 7/1720 1.401080
[2018-01-18 16:38:49,793] 6/3120 1.537214
[2018-01-18 16:38:49,794] 6/880 1.515730
[2018-01-18 16:38:50,425] 0/1920 1.538739
[2018-01-18 16:38:51,780] 0/2420 1.615739
[2018-01-18 16:38:52,478] 6/1860 1.550875
[2018-01-18 16:38:54,475] 7/1740 1.349836
[2018-01-18 16:38:55,186] 0/1680 1.553754
[2018-01-18 16:38:55,229] 7/1740 1.373404
[2018-01-18 16:38:56,479] 6/3140 1.574665
[2018-01-18 16:38:56,495] 6/900 1.461113
[2018-01-18 16:38:57,132] 0/1940 1.610742
[2018-01-18 16:38:58,488] 0/2440 1.507540
[2018-01-18 16:38:59,199] 6/1880 1.547458
[2018-01-18 16:39:01,170] 7/1760 1.366496
[2018-01-18 16:39:01,884] 7/1760 1.414696
[2018-01-18 16:39:01,888] 0/1700 1.574041
[2018-01-18 16:39:03,232] 6/3160 1.569438
[2018-01-18 16:39:03,233] 6/920 1.492677
[2018-01-18 16:39:03,577] 0/1960 1.523647
[2018-01-18 16:39:05,204] 0/2460 1.550900
[2018-01-18 16:39:05,898] 6/1900 1.501618
[2018-01-18 16:39:07,863] 7/1780 1.341875
[2018-01-18 16:39:08,553] 7/1780 1.355868
[2018-01-18 16:39:08,660] 0/1720 1.526172
[2018-01-18 16:39:09,887] 6/3180 1.543015
[2018-01-18 16:39:09,950] 6/940 1.500599
[2018-01-18 16:39:10,242] 0/1980 1.564496
[2018-01-18 16:39:11,901] 0/2480 1.609789
[2018-01-18 16:39:12,582] 6/1920 1.570810
[2018-01-18 16:39:14,562] 7/1800 1.387278
[2018-01-18 16:39:15,316] 0/1740 1.523401
[2018-01-18 16:39:15,340] 7/1800 1.339182
[2018-01-18 16:39:16,596] 6/960 1.474145
[2018-01-18 16:39:16,610] 6/3200 1.539654
[2018-01-18 16:39:16,945] 0/2000 1.595193
[2018-01-18 16:39:18,652] 0/2500 1.568391
[2018-01-18 16:39:19,257] 6/1940 1.548191
[2018-01-18 16:39:21,294] 7/1820 1.423556
[2018-01-18 16:39:22,001] 7/1820 1.396782
[2018-01-18 16:39:22,048] 0/1760 1.490137
[2018-01-18 16:39:23,301] 6/980 1.569602
[2018-01-18 16:39:23,350] 6/3220 1.511843
[2018-01-18 16:39:23,674] 0/2020 1.584878
[2018-01-18 16:39:25,320] 0/2520 1.529543
[2018-01-18 16:39:25,965] 6/1960 1.518697
[2018-01-18 16:39:28,019] 7/1840 1.337937
[2018-01-18 16:39:28,698] 7/1840 1.375191
[2018-01-18 16:39:28,787] 0/1780 1.617611
[2018-01-18 16:39:30,015] 6/1000 1.531190
[2018-01-18 16:39:30,064] 6/3240 1.535696
[2018-01-18 16:39:30,355] 0/2040 1.553161
[2018-01-18 16:39:32,050] 0/2540 1.504748
[2018-01-18 16:39:32,452] 6/1980 1.548604
[2018-01-18 16:39:34,821] 7/1860 1.380467
[2018-01-18 16:39:35,442] 0/1800 1.541574
[2018-01-18 16:39:35,496] 7/1860 1.332897
[2018-01-18 16:39:36,800] 6/1020 1.479436
[2018-01-18 16:39:36,832] 6/3260 1.586671
[2018-01-18 16:39:37,198] 0/2060 1.577346
[2018-01-18 16:39:38,829] 0/2560 1.535569
[2018-01-18 16:39:39,254] 6/2000 1.593922
[2018-01-18 16:39:41,524] 7/1880 1.328510
[2018-01-18 16:39:42,197] 0/1820 1.545207
[2018-01-18 16:39:42,229] 7/1880 1.366448
[2018-01-18 16:39:43,534] 6/3280 1.568226
[2018-01-18 16:39:43,534] 6/1040 1.531529
[2018-01-18 16:39:43,885] 0/2080 1.536478
[2018-01-18 16:39:45,608] 0/2580 1.579098
[2018-01-18 16:39:45,901] 6/2020 1.504474
[2018-01-18 16:39:48,273] 7/1900 1.346732
[2018-01-18 16:39:48,908] 7/1900 1.376842
[2018-01-18 16:39:48,951] 0/1840 1.580498
[2018-01-18 16:39:50,168] 6/3300 1.558277
[2018-01-18 16:39:50,197] 6/1060 1.516158
[2018-01-18 16:39:50,959] 0/2100 1.518708
[2018-01-18 16:39:52,219] 0/2600 1.551773
[2018-01-18 16:39:52,571] 6/2040 1.569419
[2018-01-18 16:39:54,895] 7/1920 1.350155
[2018-01-18 16:39:55,562] 0/1860 1.558146
[2018-01-18 16:39:55,583] 7/1920 1.364895
[2018-01-18 16:39:56,955] 6/1080 1.508526
[2018-01-18 16:39:56,982] 6/3320 1.576978
[2018-01-18 16:39:57,609] 0/2120 1.568944
[2018-01-18 16:39:58,936] 0/2620 1.581086
[2018-01-18 16:39:59,277] 6/2060 1.539025
[2018-01-18 16:40:01,578] 7/1940 1.380697
[2018-01-18 16:40:02,299] 0/1880 1.501726
[2018-01-18 16:40:02,366] 7/1940 1.379996
[2018-01-18 16:40:03,610] 6/1100 1.520111
[2018-01-18 16:40:03,639] 6/3340 1.585804
[2018-01-18 16:40:04,292] 0/2140 1.516567
[2018-01-18 16:40:05,681] 0/2640 1.535248
[2018-01-18 16:40:05,992] 6/2080 1.603203
[2018-01-18 16:40:08,325] 7/1960 1.372781
[2018-01-18 16:40:09,020] 0/1900 1.525534
[2018-01-18 16:40:09,061] 7/1960 1.389923
[2018-01-18 16:40:10,321] 6/1120 1.525789
[2018-01-18 16:40:10,340] 6/3360 1.541113
[2018-01-18 16:40:11,015] 0/2160 1.563962
[2018-01-18 16:40:12,404] 0/2660 1.562446
[2018-01-18 16:40:12,689] 6/2100 1.585112
[2018-01-18 16:40:15,088] 7/1980 1.382499
[2018-01-18 16:40:15,741] 7/1980 1.438933
[2018-01-18 16:40:15,748] 0/1920 1.551556
[2018-01-18 16:40:17,057] 6/1140 1.603375
[2018-01-18 16:40:17,153] 6/3380 1.561177
[2018-01-18 16:40:17,740] 0/2180 1.555917
[2018-01-18 16:40:19,159] 0/2680 1.542073
[2018-01-18 16:40:19,517] 6/2120 1.544431
[2018-01-18 16:40:21,859] 7/2000 1.388400
[2018-01-18 16:40:22,508] 7/2000 1.404625
[2018-01-18 16:40:22,542] 0/1940 1.532921
[2018-01-18 16:40:23,856] 6/1160 1.543165
[2018-01-18 16:40:23,880] 6/3400 1.527710
[2018-01-18 16:40:24,591] 0/2200 1.553026
[2018-01-18 16:40:25,914] 0/2700 1.550911
[2018-01-18 16:40:26,209] 6/2140 1.561960
[2018-01-18 16:40:28,545] 7/2020 1.376112
[2018-01-18 16:40:29,200] 7/2020 1.368010
[2018-01-18 16:40:29,216] 0/1960 1.572133
[2018-01-18 16:40:30,554] 6/3420 1.576073
[2018-01-18 16:40:30,573] 6/1180 1.464336
[2018-01-18 16:40:31,252] 0/2220 1.496328
[2018-01-18 16:40:32,648] 0/2720 1.548179
[2018-01-18 16:40:32,892] 6/2160 1.515745
[2018-01-18 16:40:35,261] 7/2040 1.386454
[2018-01-18 16:40:35,929] 7/2040 1.353697
[2018-01-18 16:40:35,964] 0/1980 1.534298
[2018-01-18 16:40:37,270] 6/1200 1.572803
[2018-01-18 16:40:37,297] 6/3440 1.543548
[2018-01-18 16:40:37,957] 0/2240 1.562441
[2018-01-18 16:40:39,302] 0/2740 1.561885
[2018-01-18 16:40:39,603] 6/2180 1.567565
[2018-01-18 16:40:41,995] 7/2060 1.372966
[2018-01-18 16:40:42,689] 0/2000 1.564240
[2018-01-18 16:40:42,747] 7/2060 1.383238
[2018-01-18 16:40:43,995] 6/1220 1.542264
[2018-01-18 16:40:44,045] 6/3460 1.555154
[2018-01-18 16:40:44,656] 0/2260 1.511883
[2018-01-18 16:40:46,020] 0/2760 1.522751
[2018-01-18 16:40:46,316] 6/2200 1.622380
[2018-01-18 16:40:48,733] 7/2080 1.371401
[2018-01-18 16:40:49,364] 0/2020 1.493489
[2018-01-18 16:40:49,397] 7/2080 1.353475
[2018-01-18 16:40:50,730] 6/1240 1.471946
[2018-01-18 16:40:50,738] 6/3480 1.606441
[2018-01-18 16:40:51,361] 0/2280 1.517863
[2018-01-18 16:40:52,719] 0/2780 1.514992
[2018-01-18 16:40:53,164] 6/2220 1.531908
[2018-01-18 16:40:55,396] 7/2100 1.438243
[2018-01-18 16:40:56,093] 0/2040 1.573173
[2018-01-18 16:40:56,131] 7/2100 1.411910
[2018-01-18 16:40:57,421] 6/1260 1.563808
[2018-01-18 16:40:57,487] 6/3500 1.562742
[2018-01-18 16:40:58,084] 0/2300 1.549812
[2018-01-18 16:40:59,473] 0/2800 1.533303
[2018-01-18 16:40:59,828] 6/2240 1.561236
[2018-01-18 16:41:02,206] 7/2120 1.415447
[2018-01-18 16:41:02,839] 7/2120 1.393106
[2018-01-18 16:41:02,871] 0/2060 1.485687
[2018-01-18 16:41:04,163] 6/1280 1.502742
[2018-01-18 16:41:04,170] 6/3520 1.468467
[2018-01-18 16:41:04,811] 0/2320 1.562440
[2018-01-18 16:41:06,272] 0/2820 1.571816
[2018-01-18 16:41:06,520] 6/2260 1.601281
[2018-01-18 16:41:08,915] 7/2140 1.359492
[2018-01-18 16:41:09,551] 7/2140 1.375394
[2018-01-18 16:41:09,591] 0/2080 1.550470
[2018-01-18 16:41:10,886] 6/1300 1.480936
[2018-01-18 16:41:10,922] 6/3540 1.595969
[2018-01-18 16:41:11,551] 0/2340 1.631520
[2018-01-18 16:41:12,899] 0/2840 1.578111
[2018-01-18 16:41:13,194] 6/2280 1.577877
[2018-01-18 16:41:15,579] 7/2160 1.395441
[2018-01-18 16:41:16,218] 7/2160 1.391494
[2018-01-18 16:41:16,647] 0/2100 1.527195
[2018-01-18 16:41:17,545] 6/1320 1.560788
[2018-01-18 16:41:17,640] 6/3560 1.593311
[2018-01-18 16:41:18,203] 0/2360 1.508940
[2018-01-18 16:41:19,592] 0/2860 1.571527
[2018-01-18 16:41:19,866] 6/2300 1.547106
[2018-01-18 16:41:22,288] 7/2180 1.399120
[2018-01-18 16:41:22,926] 7/2180 1.404001
[2018-01-18 16:41:23,324] 0/2120 1.496310
[2018-01-18 16:41:24,269] 6/1340 1.556779
[2018-01-18 16:41:24,371] 6/3580 1.534028
[2018-01-18 16:41:24,918] 0/2380 1.618404
[2018-01-18 16:41:26,313] 0/2880 1.503330
[2018-01-18 16:41:26,592] 6/2320 1.515548
[2018-01-18 16:41:28,967] 7/2200 1.388359
[2018-01-18 16:41:29,664] 7/2200 1.401880
[2018-01-18 16:41:30,000] 0/2140 1.611375
[2018-01-18 16:41:30,970] 6/1360 1.538580
[2018-01-18 16:41:31,047] 6/3600 1.570812
[2018-01-18 16:41:31,626] 0/2400 1.529654
[2018-01-18 16:41:32,998] 0/2900 1.544714
[2018-01-18 16:41:33,314] 6/2340 1.555987
[2018-01-18 16:41:35,685] 7/2220 1.387598
[2018-01-18 16:41:36,378] 7/2220 1.402948
[2018-01-18 16:41:36,732] 0/2160 1.569674
[2018-01-18 16:41:37,749] 6/3620 1.564227
[2018-01-18 16:41:37,750] 6/1380 1.527264
[2018-01-18 16:41:38,439] 0/2420 1.554511
[2018-01-18 16:41:39,481] 0/2920 1.579930
[2018-01-18 16:41:40,187] 6/2360 1.593390
[2018-01-18 16:41:42,596] 7/2240 1.400819
[2018-01-18 16:41:43,144] 7/2240 1.385998
[2018-01-18 16:41:43,601] 0/2180 1.506334
[2018-01-18 16:41:44,657] 6/3640 1.565651
[2018-01-18 16:41:44,658] 6/1400 1.503122
[2018-01-18 16:41:45,355] 0/2440 1.494378
[2018-01-18 16:41:46,312] 0/2940 1.496269
[2018-01-18 16:41:47,050] 6/2380 1.544108
[2018-01-18 16:41:49,409] 7/2260 1.409687
[2018-01-18 16:41:49,714] 7/2260 1.360570
[2018-01-18 16:41:50,379] 0/2200 1.555142
[2018-01-18 16:41:51,380] 6/1420 1.506553
[2018-01-18 16:41:51,416] 6/3660 1.566525
[2018-01-18 16:41:52,026] 0/2460 1.570446
[2018-01-18 16:41:53,068] 0/2960 1.617750
[2018-01-18 16:41:53,712] 6/2400 1.587357
[2018-01-18 16:41:56,120] 7/2280 1.366900
[2018-01-18 16:41:56,436] 7/2280 1.379823
[2018-01-18 16:41:57,082] 0/2220 1.568437
[2018-01-18 16:41:58,074] 6/1440 1.491220
[2018-01-18 16:41:58,148] 6/3680 1.565957
[2018-01-18 16:41:58,749] 0/2480 1.575554
[2018-01-18 16:41:59,776] 0/2980 1.530116
[2018-01-18 16:42:00,408] 6/2420 1.599249
[2018-01-18 16:42:02,819] 7/2300 1.428167
[2018-01-18 16:42:03,174] 7/2300 1.341062
[2018-01-18 16:42:03,794] 0/2240 1.502492
[2018-01-18 16:42:04,792] 6/1460 1.467714
[2018-01-18 16:42:04,897] 6/3700 1.591654
[2018-01-18 16:42:05,469] 0/2500 1.595338
[2018-01-18 16:42:06,482] 0/3000 1.530354
[2018-01-18 16:42:07,109] 6/2440 1.606959
[2018-01-18 16:42:09,499] 7/2320 1.394817
[2018-01-18 16:42:09,852] 7/2320 1.401621
[2018-01-18 16:42:10,513] 0/2260 1.546662
[2018-01-18 16:42:11,497] 6/1480 1.514101
[2018-01-18 16:42:11,595] 6/3720 1.577809
[2018-01-18 16:42:12,169] 0/2520 1.578839
[2018-01-18 16:42:13,256] 0/3020 1.516167
[2018-01-18 16:42:13,829] 6/2460 1.576088
[2018-01-18 16:42:16,231] 7/2340 1.277568
[2018-01-18 16:42:16,553] 7/2340 1.360089
[2018-01-18 16:42:17,291] 0/2280 1.552672
[2018-01-18 16:42:18,229] 6/1500 1.553027
[2018-01-18 16:42:18,323] 6/3740 1.611162
[2018-01-18 16:42:18,894] 0/2540 1.507538
[2018-01-18 16:42:19,920] 0/3040 1.539219
[2018-01-18 16:42:20,566] 6/2480 1.549268
[2018-01-18 16:42:22,952] 7/2360 1.420782
[2018-01-18 16:42:23,313] 7/2360 1.381573
[2018-01-18 16:42:24,044] 0/2300 1.518559
[2018-01-18 16:42:24,958] 6/1520 1.489818
[2018-01-18 16:42:25,012] 6/3760 1.582641
[2018-01-18 16:42:25,638] 0/2560 1.539661
[2018-01-18 16:42:26,646] 0/3060 1.567719
[2018-01-18 16:42:27,282] 6/2500 1.532167
[2018-01-18 16:42:29,698] 7/2380 1.418540
[2018-01-18 16:42:30,076] 7/2380 1.354320
[2018-01-18 16:42:30,776] 0/2320 1.510995
[2018-01-18 16:42:31,686] 6/1540 1.536264
[2018-01-18 16:42:31,708] 6/3780 1.613305
[2018-01-18 16:42:32,385] 0/2580 1.554552
[2018-01-18 16:42:33,359] 0/3080 1.535668
[2018-01-18 16:42:34,002] 6/2520 1.599296
[2018-01-18 16:42:36,386] 7/2400 1.401124
[2018-01-18 16:42:36,790] 7/2400 1.426555
[2018-01-18 16:42:37,444] 0/2340 1.556341
[2018-01-18 16:42:38,384] 6/1560 1.497378
[2018-01-18 16:42:38,395] 6/3800 1.574950
[2018-01-18 16:42:39,108] 0/2600 1.494655
[2018-01-18 16:42:40,079] 0/3100 1.547161
[2018-01-18 16:42:40,734] 6/2540 1.586535
[2018-01-18 16:42:43,095] 7/2420 1.412210
[2018-01-18 16:42:43,533] 7/2420 1.447078
[2018-01-18 16:42:44,130] 0/2360 1.556971
[2018-01-18 16:42:45,125] 6/3820 1.569683
[2018-01-18 16:42:45,126] 6/1580 1.500750
[2018-01-18 16:42:45,813] 0/2620 1.559618
[2018-01-18 16:42:46,774] 0/3120 1.485108
[2018-01-18 16:42:47,510] 6/2560 1.537724
[2018-01-18 16:42:49,789] 7/2440 1.395569
[2018-01-18 16:42:50,169] 7/2440 1.385931
[2018-01-18 16:42:50,868] 0/2380 1.492826
[2018-01-18 16:42:51,827] 6/1600 1.547930
[2018-01-18 16:42:51,841] 6/3840 1.544167
[2018-01-18 16:42:52,491] 0/2640 1.542186
[2018-01-18 16:42:53,518] 0/3140 1.524760
[2018-01-18 16:42:54,202] 6/2580 1.521599
[2018-01-18 16:42:56,517] 7/2460 1.363130
[2018-01-18 16:42:56,870] 7/2460 1.436916
[2018-01-18 16:42:57,549] 0/2400 1.559531
[2018-01-18 16:42:58,561] 6/1620 1.523060
[2018-01-18 16:42:58,570] 6/3860 1.617629
[2018-01-18 16:42:59,237] 0/2660 1.574657
[2018-01-18 16:43:00,213] 0/3160 1.586494
[2018-01-18 16:43:00,924] 6/2600 1.581178
[2018-01-18 16:43:03,237] 7/2480 1.400372
[2018-01-18 16:43:03,701] 7/2480 1.354449
[2018-01-18 16:43:04,258] 0/2420 1.569537
[2018-01-18 16:43:05,244] 6/3880 1.636039
[2018-01-18 16:43:05,271] 6/1640 1.576859
[2018-01-18 16:43:05,945] 0/2680 1.490299
[2018-01-18 16:43:06,972] 0/3180 1.479038
[2018-01-18 16:43:07,603] 6/2620 1.604151
[2018-01-18 16:43:09,926] 7/2500 1.407970
[2018-01-18 16:43:10,408] 7/2500 1.403047
[2018-01-18 16:43:10,976] 0/2440 1.512700
[2018-01-18 16:43:11,964] 6/3900 1.597416
[2018-01-18 16:43:11,979] 6/1660 1.514956
[2018-01-18 16:43:12,688] 0/2700 1.537090
[2018-01-18 16:43:13,710] 0/3200 1.494414
[2018-01-18 16:43:14,322] 6/2640 1.484922
[2018-01-18 16:43:16,759] 7/2520 1.441129
[2018-01-18 16:43:17,105] 7/2520 1.363685
[2018-01-18 16:43:17,810] 0/2460 1.541183
[2018-01-18 16:43:18,780] 6/3920 1.609776
[2018-01-18 16:43:18,838] 6/1680 1.512244
[2018-01-18 16:43:19,178] 0/2720 1.536020
[2018-01-18 16:43:20,529] 0/3220 1.517565
[2018-01-18 16:43:21,166] 6/2660 1.556246
[2018-01-18 16:43:23,488] 7/2540 1.391303
[2018-01-18 16:43:23,830] 7/2540 1.379333
[2018-01-18 16:43:24,579] 0/2480 1.510281
[2018-01-18 16:43:25,534] 6/3940 1.594086
[2018-01-18 16:43:25,536] 6/1700 1.494982
[2018-01-18 16:43:25,884] 0/2740 1.546460
[2018-01-18 16:43:27,225] 0/3240 1.560482
[2018-01-18 16:43:27,840] 6/2680 1.543575
[2018-01-18 16:43:30,186] 7/2560 1.414090
[2018-01-18 16:43:30,536] 7/2560 1.333004
[2018-01-18 16:43:31,302] 0/2500 1.545300
[2018-01-18 16:43:32,222] 6/3960 1.590639
[2018-01-18 16:43:32,233] 6/1720 1.569546
[2018-01-18 16:43:32,570] 0/2760 1.505898
[2018-01-18 16:43:33,912] 0/3260 1.609145
[2018-01-18 16:43:34,531] 6/2700 1.551521
[2018-01-18 16:43:36,983] 7/2580 1.392257
[2018-01-18 16:43:37,227] 7/2580 1.360657
[2018-01-18 16:43:37,994] 0/2520 1.557793
[2018-01-18 16:43:38,910] 6/1740 1.594136
[2018-01-18 16:43:38,922] 6/3980 1.609482
[2018-01-18 16:43:39,256] 0/2780 1.527571
[2018-01-18 16:43:40,647] 0/3280 1.528965
[2018-01-18 16:43:41,004] 6/2720 1.567160
[2018-01-18 16:43:43,788] 7/2600 1.413504
[2018-01-18 16:43:44,106] 7/2600 1.380018
[2018-01-18 16:43:44,819] 0/2540 1.541204
[2018-01-18 16:43:45,456] 6/4000 1.538306
[2018-01-18 16:43:45,750] 6/1760 1.473681
[2018-01-18 16:43:46,058] 0/2800 1.547451
[2018-01-18 16:43:47,454] 0/3300 1.513538
[2018-01-18 16:43:47,772] 6/2740 1.598508
[2018-01-18 16:43:50,517] 7/2620 1.422709
[2018-01-18 16:43:50,824] 7/2620 1.350490
[2018-01-18 16:43:51,480] 0/2560 1.541121
[2018-01-18 16:43:52,227] 6/4020 1.517276
[2018-01-18 16:43:52,458] 6/1780 1.567123
[2018-01-18 16:43:52,799] 0/2820 1.546796
[2018-01-18 16:43:54,214] 0/3320 1.594261
[2018-01-18 16:43:54,550] 6/2760 1.592857
[2018-01-18 16:43:57,304] 7/2640 1.375901
[2018-01-18 16:43:57,575] 7/2640 1.374679
[2018-01-18 16:43:58,265] 0/2580 1.521964
[2018-01-18 16:43:58,963] 6/4040 1.576456
[2018-01-18 16:43:59,235] 6/1800 1.520334
[2018-01-18 16:43:59,575] 0/2840 1.574281
[2018-01-18 16:44:00,937] 0/3340 1.618618
[2018-01-18 16:44:01,258] 6/2780 1.581119
[2018-01-18 16:44:04,041] 7/2660 1.413077
[2018-01-18 16:44:04,320] 7/2660 1.441551
[2018-01-18 16:44:05,002] 0/2600 1.553753
[2018-01-18 16:44:05,714] 6/4060 1.608998
[2018-01-18 16:44:05,971] 6/1820 1.509914
[2018-01-18 16:44:06,310] 0/2860 1.553305
[2018-01-18 16:44:07,655] 0/3360 1.524937
[2018-01-18 16:44:07,952] 6/2800 1.584288
[2018-01-18 16:44:10,733] 7/2680 1.376318
[2018-01-18 16:44:10,999] 7/2680 1.387311
[2018-01-18 16:44:11,706] 0/2620 1.507333
[2018-01-18 16:44:12,421] 6/4080 1.538305
[2018-01-18 16:44:12,679] 6/1840 1.520380
[2018-01-18 16:44:13,026] 0/2880 1.497055
[2018-01-18 16:44:14,384] 0/3380 1.484811
[2018-01-18 16:44:14,685] 6/2820 1.570317
[2018-01-18 16:44:17,467] 7/2700 1.368294
[2018-01-18 16:44:17,725] 7/2700 1.398236
[2018-01-18 16:44:18,424] 0/2640 1.569107
[2018-01-18 16:44:19,169] 6/4100 1.602391
[2018-01-18 16:44:19,415] 6/1860 1.494598
[2018-01-18 16:44:19,758] 0/2900 1.482762
[2018-01-18 16:44:21,122] 0/3400 1.564690
[2018-01-18 16:44:21,406] 6/2840 1.571550
[2018-01-18 16:44:24,200] 7/2720 1.377622
[2018-01-18 16:44:24,484] 7/2720 1.386763
[2018-01-18 16:44:25,187] 0/2660 1.500977
[2018-01-18 16:44:25,816] 6/4120 1.535950
[2018-01-18 16:44:26,108] 6/1880 1.524752
[2018-01-18 16:44:26,472] 0/2920 1.546234
[2018-01-18 16:44:27,806] 0/3420 1.592100
[2018-01-18 16:44:28,119] 6/2860 1.586881
[2018-01-18 16:44:30,942] 7/2740 1.427372
[2018-01-18 16:44:31,199] 7/2740 1.297796
[2018-01-18 16:44:31,916] 0/2680 1.515324
[2018-01-18 16:44:32,533] 6/4140 1.581179
[2018-01-18 16:44:32,865] 6/1900 1.497387
[2018-01-18 16:44:33,188] 0/2940 1.513329
[2018-01-18 16:44:34,528] 0/3440 1.522591
[2018-01-18 16:44:34,868] 6/2880 1.568512
[2018-01-18 16:44:37,651] 7/2760 1.414985
[2018-01-18 16:44:37,921] 7/2760 1.280075
[2018-01-18 16:44:38,613] 0/2700 1.508234
[2018-01-18 16:44:39,248] 6/4160 1.617792
[2018-01-18 16:44:39,587] 6/1920 1.585414
[2018-01-18 16:44:39,930] 0/2960 1.531364
[2018-01-18 16:44:40,994] 0/3460 1.537379
[2018-01-18 16:44:41,605] 6/2900 1.561392
[2018-01-18 16:44:44,311] 7/2780 1.393998
[2018-01-18 16:44:44,719] 7/2780 1.394009
[2018-01-18 16:44:45,368] 0/2720 1.610459
[2018-01-18 16:44:46,033] 6/4180 1.602086
[2018-01-18 16:44:46,313] 6/1940 1.589351
[2018-01-18 16:44:46,672] 0/2980 1.514642
[2018-01-18 16:44:47,724] 0/3480 1.530959
[2018-01-18 16:44:48,306] 6/2920 1.588687
[2018-01-18 16:44:51,030] 7/2800 1.411143
[2018-01-18 16:44:51,416] 7/2800 1.376178
[2018-01-18 16:44:52,127] 0/2740 1.545507
[2018-01-18 16:44:52,702] 6/4200 1.585332
[2018-01-18 16:44:53,065] 6/1960 1.481626
[2018-01-18 16:44:53,367] 0/3000 1.470983
[2018-01-18 16:44:54,410] 0/3500 1.542061
[2018-01-18 16:44:55,022] 6/2940 1.572284
[2018-01-18 16:44:57,802] 7/2820 1.429976
[2018-01-18 16:44:58,104] 7/2820 1.406836
[2018-01-18 16:44:58,830] 0/2760 1.551787
[2018-01-18 16:44:59,401] 6/4220 1.606828
[2018-01-18 16:44:59,740] 6/1980 1.599098
[2018-01-18 16:45:00,082] 0/3020 1.520922
[2018-01-18 16:45:01,106] 0/3520 1.564289
[2018-01-18 16:45:01,775] 6/2960 1.565170
[2018-01-18 16:45:04,470] 7/2840 1.387768
[2018-01-18 16:45:04,884] 7/2840 1.421491
[2018-01-18 16:45:05,488] 0/2780 1.554242
[2018-01-18 16:45:06,207] 6/4240 1.548836
[2018-01-18 16:45:06,464] 6/2000 1.520095
[2018-01-18 16:45:06,795] 0/3040 1.575476
[2018-01-18 16:45:07,797] 0/3540 1.494288
[2018-01-18 16:45:08,506] 6/2980 1.555341
[2018-01-18 16:45:11,205] 7/2860 1.382393
[2018-01-18 16:45:11,602] 7/2860 1.375879
[2018-01-18 16:45:12,230] 0/2800 1.546022
[2018-01-18 16:45:12,870] 6/4260 1.624415
[2018-01-18 16:45:13,214] 6/2020 1.574213
[2018-01-18 16:45:13,580] 0/3060 1.590871
[2018-01-18 16:45:14,296] 0/3560 1.536087
[2018-01-18 16:45:15,244] 6/3000 1.504749
[2018-01-18 16:45:17,909] 7/2880 1.385289
[2018-01-18 16:45:18,382] 7/2880 1.394635
[2018-01-18 16:45:18,962] 0/2820 1.498674
[2018-01-18 16:45:19,620] 6/4280 1.617841
[2018-01-18 16:45:19,959] 6/2040 1.458191
[2018-01-18 16:45:20,290] 0/3080 1.536252
[2018-01-18 16:45:21,010] 0/3580 1.553196
[2018-01-18 16:45:21,987] 6/3020 1.593796
[2018-01-18 16:45:24,630] 7/2900 1.431348
[2018-01-18 16:45:25,073] 7/2900 1.344048
[2018-01-18 16:45:25,674] 0/2840 1.510540
[2018-01-18 16:45:26,369] 6/4300 1.568273
[2018-01-18 16:45:26,712] 6/2060 1.556139
[2018-01-18 16:45:26,985] 0/3100 1.509433
[2018-01-18 16:45:27,702] 0/3600 1.496741
[2018-01-18 16:45:28,659] 6/3040 1.483750
[2018-01-18 16:45:31,350] 7/2920 1.369020
[2018-01-18 16:45:31,716] 7/2920 1.394587
[2018-01-18 16:45:32,400] 0/2860 1.528301
[2018-01-18 16:45:33,039] 6/4320 1.631433
[2018-01-18 16:45:33,412] 6/2080 1.607465
[2018-01-18 16:45:33,695] 0/3120 1.521777
[2018-01-18 16:45:34,396] 0/3620 1.549457
[2018-01-18 16:45:35,366] 6/3060 1.600539
[2018-01-18 16:45:38,142] 7/2940 1.398205
[2018-01-18 16:45:38,411] 7/2940 1.387945
[2018-01-18 16:45:39,146] 0/2880 1.501123
[2018-01-18 16:45:39,785] 6/4340 1.572058
